This file was created by CMPT_ME_BEME_RETS using the 201402 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 BE/ME portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
197908       43.10       43.84       29.29     1134.38     1057.09      736.44
197909       46.94       46.94       31.34     1204.42     1107.08      771.65
197910       47.22       46.27       30.96     1192.75     1114.74      763.57
197911       42.59       41.37       27.41     1116.92     1042.59      694.57
197912       47.12       43.77       29.21     1185.68     1090.45      718.23
198001       50.76       45.92       30.56     1220.95     1108.43      731.35
198002       54.53       49.29       33.16     1281.02     1175.99      782.86
198003       54.36       47.69       32.13     1234.10     1191.22      780.57
198004       43.77       39.46       26.30     1120.63     1059.26      675.48
198005       46.27       41.68       27.82     1163.68     1117.73      712.41
198006       50.15       44.75       29.97     1221.92     1169.49      752.01
198007       45.34       44.96       30.94     1179.56     1193.14      972.94
198008       51.34       49.29       32.96     1288.54     1254.54      995.07
198009       55.54       51.61       33.94     1310.52     1263.02     1001.72
198010       58.37       52.92       34.17     1362.26     1302.88      992.24
198011       61.64       54.11       34.79     1391.82     1335.83      979.22
198012       69.33       56.40       35.56     1547.78     1505.39     1009.49
198101       65.64       55.16       35.06     1515.31     1433.48      997.55
198102       62.94       55.39       35.85     1423.17     1355.77     1009.71
198103       62.46       55.81       36.58     1456.50     1363.04     1010.95
198104       67.03       60.21       39.35     1517.86     1407.60     1058.87
198105       68.48       62.05       40.82     1486.37     1380.76     1066.75
198106       71.27       63.33       41.23     1494.54     1363.04     1081.64
198107       59.15       62.02       42.12     1458.10     1371.24     1170.79
198108       57.54       60.30       41.45     1484.60     1358.58     1154.44
198109       51.96       56.46       39.32     1371.19     1272.19     1110.85
198110       46.36       52.56       37.22     1281.77     1175.21     1090.37
198111       51.31       55.63       39.32     1388.83     1216.43     1133.22
198112       51.73       58.26       40.94     1435.97     1271.23     1165.48
198201       50.23       57.56       40.08     1388.27     1237.05     1135.79
198202       47.73       55.27       39.57     1360.90     1189.32     1137.28
198203       43.95       53.03       39.16     1246.24     1137.14     1099.67
198204       43.08       52.66       39.61     1222.28     1120.01     1114.57
198205       45.97       55.50       41.24     1291.66     1157.00     1122.57
198206       44.31       54.10       39.97     1244.46     1117.35     1080.13
198207       39.91       46.33       33.70     1153.61     1162.31     1151.19
198208       38.73       45.99       33.35     1149.50     1116.30     1127.29
198209       41.88       50.07       35.72     1273.33     1251.92     1259.75
198210       43.01       52.25       37.51     1294.99     1273.08     1255.58
198211       50.19       59.07       42.02     1461.23     1410.80     1370.97
198212       55.01       63.65       45.79     1553.56     1435.97     1408.06
198301       55.68       64.20       45.79     1572.89     1450.83     1426.02
198302       61.25       67.55       48.09     1614.81     1496.32     1505.38
198303       63.96       71.90       51.05     1670.12     1523.56     1520.91
198304       66.00       76.39       53.94     1708.27     1586.25     1559.75
198305       71.69       82.50       57.86     1803.87     1727.11     1667.32
198306       78.02       86.74       60.87     1797.93     1715.65     1653.72
198307       81.13       75.93       60.12     1859.17     1597.69     2116.41
198308       76.59       75.61       60.91     1760.77     1557.04     2088.83
198309       72.89       73.30       60.17     1731.21     1565.53     2179.69
198310       72.85       75.00       62.41     1773.08     1584.60     2191.75
198311       66.38       71.94       60.93     1707.77     1566.91     2178.66
198312       69.69       75.22       63.57     1753.10     1597.08     2206.21
198401       67.71       74.74       64.03     1741.66     1577.26     2177.30
198402       64.50       74.50       64.66     1647.53     1587.15     2199.28
198403       60.09       70.47       61.63     1563.58     1511.17     2147.98
198404       60.00       70.95       63.10     1587.05     1530.02     2146.30
198405       59.34       71.10       63.18     1592.35     1529.95     2178.48
198406       55.98       67.14       59.72     1510.89     1450.36     1958.13
198407       58.01       65.22       57.12     1631.11     1472.06     1721.97
198408       54.72       63.20       55.34     1614.49     1443.58     1673.14
198409       62.31       69.68       60.79     1794.15     1604.33     1849.05
198410       60.94       70.43       62.47     1752.97     1584.46     1899.79
198411       59.81       70.16       62.62     1762.41     1598.32     1887.70
198412       57.16       69.45       62.85     1721.66     1570.75     1890.90
198501       58.39       70.08       64.29     1774.67     1604.23     1923.36
198502       67.02       76.99       69.30     1952.44     1735.79     2028.02
198503       69.00       79.01       70.63     1975.96     1754.96     2062.46
198504       66.87       78.11       71.59     1947.76     1740.47     2096.94
198505       65.34       77.81       72.41     1909.77     1727.05     2136.25
198506       68.28       81.50       74.36     2020.79     1839.68     2161.77
198507       64.49       76.83       50.62     2071.98     1888.32     2073.99
198508       66.50       78.71       51.70     2084.13     1869.99     2034.26
198509       65.41       78.78       52.05     2046.54     1849.65     2043.58
198510       60.54       75.70       49.81     1959.05     1799.18     1945.59
198511       62.72       78.30       51.45     2035.47     1878.25     2042.03
198512       67.86       83.40       54.32     2221.18     1995.11     2128.47
198601       71.59       86.56       56.47     2351.46     2061.04     2213.08
198602       73.23       88.00       57.95     2370.24     2066.51     2239.26
198603       78.56       93.89       61.77     2552.19     2234.99     2378.46
198604       81.86       99.31       65.35     2715.83     2353.27     2497.11
198605       84.39      100.51       66.17     2740.81     2314.05     2403.50
198606       86.66      105.29       68.59     2882.78     2432.02     2511.95
198607       86.98       88.23       59.70     2777.30     2254.22     2612.11
198608       78.14       80.46       56.14     2581.51     2140.52     2532.11
198609       80.16       83.02       58.40     2704.83     2311.81     2759.48
198610       73.71       79.04       55.94     2428.25     2148.54     2552.20
198611       77.25       81.65       57.55     2562.99     2260.50     2693.05
198612       77.73       80.21       57.36     2611.45     2314.51     2727.97
198701       75.33       77.48       56.05     2547.39     2247.46     2636.46
198702       84.86       86.04       61.19     2898.23     2547.57     2918.03
198703       93.18       91.71       64.23     3116.00     2632.75     2899.57
198704       94.26       93.85       66.27     3166.33     2692.72     2971.13
198705       91.89       91.00       63.15     3100.97     2663.20     2928.21
198706       92.16       90.97       62.38     3139.70     2649.08     2933.82
198707       85.63      100.36       61.92     3134.71     3075.31     2909.36
198708       87.26      103.55       65.23     3323.85     3181.91     3009.25
198709       89.56      107.24       66.93     3479.68     3312.69     3082.20
198710       87.56      105.14       66.33     3419.65     3228.61     3002.18
198711       59.54       75.64       48.14     2624.30     2575.74     2417.47
198712       55.60       71.94       46.56     2387.46     2356.69     2265.74
198801       60.46       76.57       48.87     2601.39     2504.55     2366.10
198802       62.06       79.54       52.15     2652.01     2642.04     2546.73
198803       67.18       85.39       55.82     2780.73     2775.43     2606.52
198804       69.97       88.01       57.29     2695.27     2685.74     2564.78
198805       71.43       88.95       58.29     2678.52     2744.06     2589.50
198806       69.11       87.44       57.58     2677.62     2757.10     2637.10
198807       76.86       80.87       52.29     2837.60     2814.92     2360.13
198808       75.11       80.91       52.00     2783.25     2796.12     2356.48
198809       72.44       78.51       50.86     2700.51     2692.64     2306.79
198810       74.50       81.00       51.83     2837.34     2784.47     2392.77
198811       73.21       80.81       51.59     2901.24     2834.60     2456.12
198812       71.09       78.88       49.80     2804.75     2769.15     2440.01
198901       74.53       81.38       50.51     2874.18     2819.30     2459.90
198902       77.86       84.97       53.26     3069.20     2999.31     2620.50
198903       78.63       84.94       53.92     2996.18     2919.32     2569.81
198904       80.74       87.05       55.16     3072.66     2967.68     2642.58
198905       85.12       90.90       57.24     3206.32     3102.86     2740.78
198906       89.02       94.42       59.37     3370.35     3195.86     2822.92
198907       86.21       92.90       57.05     3397.52     3116.14     2838.60
198908       89.84       97.25       59.13     3797.81     3331.77     3001.17
198909       92.82       99.93       60.91     3832.57     3405.81     3063.12
198910       94.03      100.15       60.54     3814.07     3371.00     3068.79
198911       89.17       94.32       56.62     3757.58     3242.05     2997.60
198912       90.10       94.44       56.39     3858.41     3287.41     3016.79
199001       90.30       93.31       55.64     3895.87     3377.21     3096.17
199002       82.70       86.07       50.97     3599.10     3156.80     2862.68
199003       84.90       88.15       52.34     3602.67     3214.40     2920.91
199004       89.50       91.77       53.40     3743.76     3261.44     2923.21
199005       87.24       88.89       51.61     3702.44     3142.34     2780.65
199006       95.72       94.82       54.20     4094.12     3402.71     2970.70
199007       86.91       97.54       53.52     3795.83     3565.13     2347.03
199008       83.24       93.72       51.30     3767.61     3567.12     2301.72
199009       71.09       82.04       45.37     3394.13     3285.87     2057.20
199010       63.71       75.27       41.45     3200.82     3157.49     1917.15
199011       60.26       70.97       38.41     3207.98     3100.55     1923.79
199012       65.77       75.22       40.40     3446.33     3293.29     2008.84
199101       68.92       77.68       41.62     3560.44     3363.94     2037.80
199102       75.53       84.37       44.90     3781.98     3464.39     2117.49
199103       84.80       93.07       50.19     4061.46     3672.32     2254.38
199104       92.00       98.00       53.47     4217.90     3706.83     2308.02
199105       92.06       99.64       54.57     4201.48     3731.45     2307.53
199106       96.38      104.70       56.19     4389.34     3821.23     2414.90
199107       86.14       97.61       51.86     4092.34     3404.70     2066.79
199108       90.18      101.25       53.57     4319.53     3532.70     2144.68
199109       94.19      104.35       56.05     4448.50     3576.84     2174.95
199110       95.76      105.10       55.42     4343.38     3569.99     2127.71
199111       99.08      108.04       56.67     4405.89     3620.78     2159.63
199112       95.17      104.07       53.95     4303.63     3437.34     2038.55
199201      104.62      110.74       58.31     4915.77     3692.27     2198.11
199202      112.65      119.52       64.72     4799.81     3628.88     2279.38
199203      113.58      122.80       69.96     4809.00     3636.49     2435.09
199204      107.45      121.60       69.92     4664.66     3589.08     2378.79
199205      103.48      118.72       69.05     4670.48     3758.91     2473.49
199206      104.48      120.45       71.08     4704.77     3763.08     2478.51
199207      101.61      117.84       60.21     4382.42     3741.12     2561.34
199208      104.61      122.48       63.09     4568.70     3907.25     2608.24
199209      100.38      120.39       61.62     4529.82     3804.22     2469.24
199210      102.22      122.77       62.56     4606.76     3837.71     2492.75
199211      106.99      125.74       63.95     4714.31     3794.95     2509.78
199212      117.52      134.05       68.26     4921.84     3871.90     2623.10
199301      120.90      138.26       71.80     4946.38     3954.21     2705.83
199302      122.44      143.99       76.84     4887.96     4006.59     2845.88
199303      115.08      143.88       77.88     4765.49     4162.37     2935.10
199304      117.92      147.40       80.72     4837.47     4280.07     3007.00
199305      113.59      143.84       78.71     4590.14     4234.85     2972.61
199306      121.88      148.12       80.89     4766.33     4315.07     2982.91
199307      125.29      137.15       78.59     4576.69     4052.54     3398.23
199308      125.01      139.03       80.56     4470.42     4092.42     3445.76
199309      130.12      145.74       83.15     4624.90     4240.22     3549.10
199310      134.34      148.99       85.45     4602.44     4268.38     3517.62
199311      139.74      151.54       87.70     4731.14     4253.53     3557.00
199312      134.45      147.54       85.90     4720.19     4121.83     3505.27
199401      138.05      152.83       88.71     4777.00     4197.04     3581.27
199402      141.14      157.95       92.72     4866.32     4371.00     3682.31
199403      139.96      159.39       92.02     4779.03     4220.97     3505.33
199404      131.49      151.49       88.05     4541.88     4053.71     3366.04
199405      130.73      153.06       89.68     4554.41     4128.84     3410.68
199406      128.02      150.65       89.17     4614.83     4181.81     3372.70
199407      114.66      128.05       76.48     4191.52     4159.30     2838.97
199408      116.45      130.15       78.53     4321.83     4307.07     2950.65
199409      125.31      135.70       81.88     4554.65     4438.52     3016.23
199410      126.12      134.87       81.44     4509.77     4295.10     2894.08
199411      126.84      134.17       80.02     4610.59     4381.15     2894.06
199412      122.44      129.53       77.12     4475.20     4175.89     2805.88
199501      123.07      131.73       76.87     4543.81     4217.56     2830.97
199502      121.44      131.67       77.47     4647.29     4341.83     2919.62
199503      126.65      135.85       81.02     4842.09     4519.94     3026.12
199504      130.83      138.54       81.46     4980.57     4664.41     3034.59
199505      133.33      142.55       84.30     5085.73     4838.81     3154.97
199506      135.18      145.15       86.26     5269.32     4992.40     3306.98
199507      140.89      132.64       78.99     5129.07     4635.88     3268.50
199508      152.15      139.18       83.10     5338.09     4827.74     3347.00
199509      155.98      142.94       86.54     5346.17     4896.93     3408.42
199510      159.54      145.19       87.84     5590.78     5054.04     3530.26
199511      150.32      138.21       84.12     5623.83     4980.21     3455.08
199512      155.85      143.23       87.42     5841.07     5232.61     3563.81
199601      158.64      146.81       89.02     5868.41     5373.74     3663.47
199602      158.46      147.22       89.47     6019.37     5556.87     3756.93
199603      166.16      150.54       91.26     6144.09     5666.65     3741.18
199604      169.49      154.84       94.10     6152.35     5726.89     3756.72
199605      184.98      161.70       98.16     6334.18     5797.35     3716.88
199606      196.52      169.21      103.37     6567.48     5831.02     3763.13
199607      179.72      165.18       93.48     6808.63     4802.47     3663.21
199608      154.80      155.81       88.41     6439.61     4628.22     3462.26
199609      165.68      162.76       92.80     6577.47     4806.40     3569.21
199610      174.20      166.50       95.56     7017.29     5025.08     3625.13
199611      165.43      166.18       96.30     7055.54     5210.23     3761.96
199612      168.51      173.42      100.05     7585.84     5587.20     3993.85
199701      170.05      178.26      101.79     7470.74     5498.48     3960.70
199702      177.38      182.68      105.24     7973.13     5780.47     4084.14
199703      167.09      182.06      106.14     7980.36     5789.29     4169.49
199704      152.85      175.49      104.28     7520.49     5636.69     3974.19
199705      147.19      176.51      103.86     8031.28     5913.15     4042.42
199706      170.51      193.38      111.73     8608.89     6226.03     4254.31
199707      188.51      178.74      103.63     8578.90     6003.27     4165.84
199708      196.88      188.01      109.17     9235.05     6531.88     4466.85
199709      205.00      193.97      112.34     8708.72     6346.38     4367.11
199710      223.46      209.23      120.91     9168.54     6756.90     4641.47
199711      209.73      201.12      117.88     8831.22     6555.38     4494.56
199712      202.69      198.69      118.74     9244.39     6784.72     4662.53
199801      198.47      200.09      121.53     9353.26     6972.37     4886.18
199802      198.34      196.96      120.59     9626.76     6831.44     4870.03
199803      213.94      211.02      130.33    10349.13     7376.70     5201.38
199804      223.12      220.50      135.71    10810.81     7779.98     5581.05
199805      226.39      224.07      139.58    10951.32     7939.17     5604.52
199806      211.81      212.99      135.49    10712.97     7801.13     5594.71
199807      231.89      197.21      119.64    11932.45     6558.63     5293.21
199808      213.59      181.98      111.94    11944.17     6344.73     5124.19
199809      162.23      148.06       92.94    10231.56     5195.47     4536.16
199810      177.61      155.32       96.58    11033.12     5266.96     4790.46
199811      186.16      160.70      100.56    11947.28     5656.67     4866.31
199812      204.40      169.08      106.97    12802.35     5946.05     5065.25
199901      219.79      174.37      110.99    13990.43     5898.36     5214.64
199902      231.80      176.86      112.53    14776.80     5855.78     5150.06
199903      211.33      165.26      103.91    14196.85     5767.53     5050.71
199904      211.65      166.20      101.79    14778.43     5990.73     5122.17
199905      232.57      183.60      111.29    15032.56     6590.89     5520.74
199906      236.05      185.91      117.07    14644.86     6527.68     5530.50
199907      230.13      188.16      106.91    15879.18     5897.34     3802.59
199908      228.40      185.25      106.68    15489.74     5716.39     3692.19
199909      221.42      179.73      103.92    15467.70     5564.07     3601.07
199910      224.33      177.40       99.71    15121.48     5272.41     3422.46
199911      224.15      173.90       96.17    16335.46     5594.27     3564.04
199912      254.32      183.87       99.67    16921.21     5457.95     3490.77
200001      299.30      199.26      106.06    18335.12     5557.48     3542.33
200002      301.83      198.01      106.32    17503.14     5355.87     3387.54
200003      386.25      228.16      118.27    17806.28     5112.06     3126.76
200004      335.08      217.51      116.69    19375.12     5614.69     3486.59
200005      286.47      204.94      110.75    18533.55     5449.77     3627.25
200006      260.38      191.30      106.90    17796.10     5411.23     3614.63
200007      249.20      172.09       96.25    15457.37     5194.97     3520.50
200008      231.66      175.27       98.63    15071.33     5393.22     3662.75
200009      252.01      184.29      105.14    16337.88     5880.27     3914.25
200010      234.83      183.84      105.16    15410.83     6024.06     3915.16
200011      216.84      179.98      104.90    15103.89     6054.60     3947.75
200012      181.74      171.81      103.22    13461.43     5804.72     3853.38
200101      189.01      187.81      112.03    13323.97     6247.07     4098.89
200102      213.99      198.05      119.84    13813.39     6364.59     3962.12
200103      189.20      197.47      119.72    12234.61     6341.16     4103.42
200104      175.90      195.52      119.29    11291.91     6229.59     4027.63
200105      196.21      205.02      127.51    12333.00     6561.09     4234.80
200106      206.96      215.16      136.48    12504.46     6702.02     4325.84
200107      333.78      255.04      108.75    15735.26     7195.95     6080.03
200108      306.20      244.50      108.01    15593.38     7103.99     6142.50
200109      284.15      238.41      106.95    14488.24     6783.72     5716.93
200110      235.94      207.30       92.09    13293.16     6089.75     5302.85
200111      264.89      218.38       97.22    13765.89     6143.44     5083.20
200112      289.60      234.10      106.51    14917.20     6526.55     5614.20
200201      311.33      250.63      115.38    15140.42     6723.75     5706.74
200202      296.94      254.16      119.02    15021.51     6591.59     5664.54
200203      273.03      252.03      119.09    14614.45     6597.00     5624.05
200204      302.12      272.21      132.01    15132.59     6930.71     5892.41
200205      291.32      281.47      138.13    14072.36     6783.71     5549.64
200206      273.54      271.33      134.69    13890.10     6808.42     5523.10
200207      291.23      279.33      124.06    14829.99     7805.85     5798.02
200208      251.01      240.45      106.56    13935.25     7067.47     5069.25
200209      250.07      242.24      106.50    13952.97     7083.66     5306.31
200210      230.47      223.82      100.58    12458.15     6362.52     4756.83
200211      247.73      233.82      101.44    13654.50     6715.60     4929.19
200212      284.49      252.64      110.02    14320.83     7143.46     5313.45
200301      259.43      242.78      106.69    13400.79     6824.47     5073.73
200302      254.51      238.51      105.77    13054.68     6656.65     4796.30
200303      248.06      234.55      103.13    12901.90     6453.20     4583.42
200304      254.32      236.59      105.24    13023.98     6458.51     4547.81
200305      283.84      259.95      116.20    14007.64     7030.73     4981.76
200306      323.35      287.84      129.33    14714.37     7499.73     5372.24
200307      330.36      276.12      149.81    14596.36     7884.96     6649.56
200308      359.27      293.91      159.56    15007.61     8023.85     6652.20
200309      375.83      308.58      170.73    15258.00     8206.29     6922.96
200310      369.22      302.72      173.33    15117.38     8036.35     6809.97
200311      401.12      327.43      193.88    15953.79     8616.54     7220.45
200312      412.30      340.81      203.53    16067.02     8748.31     7357.04
200401      416.75      349.46      213.53    16763.29     9161.83     7815.34
200402      431.78      365.33      227.62    17071.40     9339.09     8025.95
200403      434.95      368.35      230.35    17283.70     9562.29     8146.20
200404      441.06      369.99      232.96    16981.41     9339.44     8046.38
200405      426.32      356.38      220.08    16851.43     9047.91     7909.73
200406      431.12      361.10      222.78    17061.87     9119.52     7981.99
200407      396.22      388.30      238.99    16057.60    10851.79     9115.62
200408      357.46      367.55      229.82    15290.22    10679.53     8997.76
200409      350.61      366.37      228.97    15241.03    10789.46     9051.17
200410      369.41      383.40      238.96    15302.33    11044.12     9091.16
200411      381.05      388.01      243.58    15558.48    11124.89     9238.20
200412      410.49      422.27      268.26    15996.96    11689.59     9691.59
200501      427.82      434.20      281.61    16634.35    11970.53    10032.85
200502      402.23      421.43      277.78    16134.20    11742.44     9889.56
200503      403.98      430.12      291.21    16232.95    12273.51    10154.78
200504      388.34      418.19      287.70    16066.65    11937.08    10138.27
200505      362.95      394.90      269.16    15868.70    11573.54     9889.64
200506      391.40      420.91      283.62    16498.54    11916.19    10220.49
200507      432.36      424.86      280.74    15828.23    13496.58    10744.40
200508      461.52      455.59      300.24    16599.42    13861.21    11183.32
200509      450.57      450.94      298.37    16302.79    13847.75    11162.38
200510      453.48      455.11      300.91    16141.14    14129.62    11387.02
200511      436.39      443.62      294.83    16118.28    13763.48    10999.40
200512      460.17      463.37      300.97    16814.01    14285.43    11279.12
200601      460.80      464.14      302.16    16749.74    14404.52    11341.65
200602      499.71      508.58      326.23    17006.98    15039.40    11836.97
200603      498.19      506.98      325.00    17104.53    15166.66    11790.01
200604      519.80      534.93      341.33    17335.08    15352.98    11943.34
200605      516.07      538.55      348.08    17296.09    15682.49    12277.56
200606      476.17      514.38      334.76    16826.96    15316.35    12092.80
200607      507.88      503.66      314.81    16410.36    15244.61    12465.35
200608      479.34      489.77      308.86    16262.43    15434.79    12601.82
200609      495.82      501.21      318.10    16802.62    15635.71    12676.17
200610      499.54      506.55      321.20    17308.02    15941.97    12903.39
200611      527.40      531.80      335.82    17864.13    16479.24    13568.18
200612      539.36      543.87      348.00    18135.42    16882.99    13807.51
200701      536.09      544.11      354.60    18185.46    17044.61    14171.52
200702      545.92      550.20      362.61    18628.35    17260.95    14418.46
200703      544.67      548.74      363.14    18223.35    16899.46    14226.28
200704      551.60      554.80      368.26    18350.92    17142.34    14560.80
200705      560.55      566.00      375.36    19276.67    17798.11    15128.35
200706      582.50      587.68      381.57    19842.43    18505.26    15716.11
200707      597.68      546.90      392.57    20734.20    16713.40    15616.75
200708      569.92      509.22      361.79    20434.41    16071.36    14898.62
200709      580.12      517.98      357.88    20759.32    16434.13    14803.79
200710      595.00      519.89      356.25    21769.03    17031.50    15335.04
200711      611.12      526.98      360.33    22500.42    17224.10    15636.85
200712      570.08      489.19      331.71    21781.26    16346.25    14968.96
200801      566.19      484.89      329.29    21650.79    16056.23    15031.29
200802      515.99      452.70      314.64    20069.03    15329.19    14290.20
200803      495.64      439.99      305.06    19591.38    14725.58    13858.30
200804      491.92      444.17      305.55    19734.85    14266.26    13788.67
200805      513.60      458.60      316.60    20508.65    15041.15    14556.48
200806      540.94      484.65      326.72    20954.17    15024.05    14983.57
200807      443.25      413.02      254.74    17392.43    14056.04    11186.15
200808      457.35      423.38      268.92    17263.56    13657.95    11570.98
200809      474.01      443.88      288.58    17536.15    13851.22    11760.19
200810      423.79      410.15      267.69    15830.50    12493.98    11189.09
200811      329.46      330.89      214.23    13382.22    10337.21     8638.27
200812      291.95      293.12      181.82    12508.20     9635.27     7451.17
200901      308.49      305.29      192.53    12763.11     9677.80     7514.79
200902      287.47      272.99      163.26    12171.78     8631.71     6326.54
200903      261.44      242.75      139.58    11026.11     7493.82     5321.10
200904      287.13      269.66      156.53    11898.95     8160.16     5819.72
200905      336.26      316.35      185.80    12758.88     9053.39     6760.09
200906      348.33      327.91      192.35    13262.53     9618.06     7230.56
200907      388.55      327.98      162.11    13939.18     9301.62     6863.42
200908      414.98      361.88      184.48    14872.25    10074.36     7453.25
200909      416.30      373.01      202.97    15118.85    10451.14     8100.91
200910      442.62      394.25      220.51    15532.74    10903.94     8523.41
200911      413.98      369.42      201.88    15342.67    10610.22     7864.13
200912      422.43      376.02      212.38    16365.30    11107.51     8197.13
201001      456.65      406.33      231.72    16726.18    11393.65     8467.48
201002      441.57      396.35      226.37    16050.93    11036.79     8162.31
201003      455.26      413.08      245.73    16570.35    11387.17     8573.38
201004      488.41      447.46      269.85    17436.60    12191.66     9229.89
201005      511.92      472.81      297.39    17580.07    12437.79     9451.02
201006      478.62      438.64      266.89    16287.42    11344.04     8661.40
201007      417.98      421.54      217.90    14632.34    10285.00    10828.79
201008      444.43      448.54      235.06    15616.16    11035.11    11508.14
201009      413.43      413.41      216.20    14957.19    10550.41    10800.98
201010      472.15      466.13      240.21    16575.25    11527.25    11550.56
201011      492.81      484.71      250.56    17367.18    11949.53    11721.58
201012      506.70      506.29      259.96    17423.93    11969.27    11589.79
201101      543.83      545.83      286.11    18257.56    12923.87    12769.60
201102      541.96      548.12      287.35    18591.33    13285.54    13173.53
201103      570.90      576.96      306.15    19103.94    13835.20    13835.81
201104      590.65      595.39      314.30    19112.32    14039.69    13623.24
201105      609.87      606.39      317.79    19918.40    14361.90    13806.48
201106      605.24      593.82      304.93    19902.93    14197.32    13463.21
201107      604.97      561.22      312.11    16968.14    14983.25    16680.05
201108      577.21      537.83      301.65    16820.46    14540.85    15991.20
201109      525.18      486.59      272.43    16121.33    13538.79    14884.19
201110      466.32      430.83      242.61    15101.26    12502.51    13610.20
201111      539.69      502.09      274.98    16658.32    14118.80    15052.91
201112      532.84      500.38      274.90    16657.30    14283.45    14740.47
201201      531.46      504.50      279.69    16607.29    14546.93    15002.73
201202      573.88      540.35      297.08    17675.78    15141.59    15528.32
201203      594.63      554.95      306.33    18443.21    15679.93    16512.84
201204      607.16      570.76      316.00    19121.07    15878.60    17153.93
201205      599.27      559.08      311.53    18997.51    15781.43    16903.91
201206      560.88      522.43      295.40    17837.72    14806.34    15775.38
201207      575.06      524.80      287.95    17339.99    15605.97    12920.58
201208      558.05      520.39      285.18    17649.05    15774.76    12876.48
201209      579.33      537.46      296.99    18078.83    16057.57    13313.74
201210      596.84      557.27      308.23    18432.82    16555.86    13857.38
201211      573.63      551.10      308.76    17884.38    16326.83    14121.16
201212      574.90      552.26      311.05    18185.23    16273.02    13951.51
201301      587.32      570.14      323.83    18100.06    16508.00    14569.89
201302      619.76      599.66      346.15    18926.47    17413.42    15636.57
201303      628.58      604.03      351.61    19107.57    17645.62    15910.91
201304      657.07      630.00      370.94    19788.03    18355.95    16526.86
201305      654.57      624.45      371.25    20130.08    18655.14    16920.67
201306      690.72      658.65      389.47    20567.72    18974.93    17777.46
201307      679.15      681.76      365.37    19058.99    19384.12    15967.75
201308      729.63      730.72      396.24    20094.79    20303.96    16968.12
201309      720.17      703.04      384.16    19741.18    19608.03    16283.55
201310      761.95      750.19      402.40    20577.35    20138.97    16667.41
201311      770.14      776.70      420.03    21483.12    20944.41    17403.29
201312      807.68      808.25      435.79    22135.62    21512.53    18079.21
201401      820.52      826.32      443.95    22692.45    22268.76    18394.78
201402      819.60      794.87      430.17    21944.11    21483.47    17693.02


  Sum of BE / Sum of ME
               Small                 Big         
          Low     2    High    Low     2    High 
  1926   0.82   1.20   3.78   0.44   0.99   2.24
  1927   0.54   1.12   2.91   0.46   1.03   1.89
  1928   0.40   0.91   2.46   0.29   0.83   1.84
  1929   0.40   0.84   2.49   0.22   0.64   1.33
  1930   0.63   1.44   4.35   0.43   1.07   2.20
  1931   0.85   2.13   7.06   0.59   1.78   4.35
  1932   2.86   6.83  29.88   1.68   6.31  17.31
  1933   0.72   1.57   7.21   0.71   1.69   4.06
  1934   0.68   1.63   7.27   0.57   1.42   4.90
  1935   0.72   1.83  10.42   0.45   1.30   5.61
  1936   0.45   1.04   5.62   0.30   0.89   2.60
  1937   0.39   0.89   4.64   0.32   0.77   1.95
  1938   0.64   1.36   7.68   0.54   1.22   3.85
  1939   0.66   1.54   8.32   0.45   1.22   4.85
  1940   0.72   1.61   7.32   0.52   1.39   4.49
  1941   0.72   1.55   6.42   0.55   1.35   3.68
  1942   0.94   1.82   7.46   0.73   1.79   5.01
  1943   0.63   1.14   3.65   0.54   1.15   3.02
  1944   0.57   1.04   3.18   0.51   1.04   2.68
  1945   0.45   0.87   2.23   0.40   0.84   1.96
  1946   0.34   0.63   1.80   0.32   0.63   1.42
  1947   0.55   0.99   2.84   0.42   0.86   2.25
  1948   0.58   0.99   2.30   0.46   0.86   1.98
  1949   0.85   1.45   3.80   0.66   1.29   3.19
  1950   0.67   1.22   2.95   0.51   1.09   2.60
  1951   0.68   1.08   2.39   0.51   0.96   2.16
  1952   0.61   1.09   2.29   0.49   0.93   2.11
  1953   0.61   1.15   2.47   0.55   1.06   2.29
  1954   0.57   1.15   2.58   0.46   0.96   2.21
  1955   0.45   0.86   1.79   0.35   0.75   1.62
  1956   0.46   0.88   1.88   0.35   0.77   1.67
  1957   0.52   0.94   2.06   0.39   0.84   1.90
  1958   0.47   1.02   2.26   0.43   0.87   2.16
  1959   0.39   0.78   1.61   0.33   0.69   1.52
  1960   0.44   0.86   2.01   0.32   0.72   1.78
  1961   0.33   0.72   1.73   0.32   0.67   1.52
  1962   0.46   0.98   2.26   0.37   0.75   1.81
  1963   0.33   0.76   1.73   0.34   0.67   1.41
  1964   0.34   0.72   1.55   0.30   0.61   1.25
  1965   0.33   0.69   1.53   0.29   0.62   1.39
  1966   0.30   0.64   1.39   0.27   0.65   1.23
  1967   0.25   0.57   1.17   0.26   0.65   1.28
  1968   0.21   0.50   0.98   0.21   0.55   0.95
  1969   0.26   0.59   1.16   0.20   0.55   0.94
